idx,best_val_acc
0,0.09520000219345093
1,0.09520000219345093
2,0.09520000219345093
3,0.09520000219345093
4,0.09520000219345093
5,0.09520000219345093
6,0.09520000219345093
7,0.09520000219345093
8,0.09520000219345093
9,0.09520000219345093
10,0.09520000219345093
